Geo Point,Geo Shape,gares_id,nom_long,nom_so_gar,nom_su_gar,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,indice_lig,mode_,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y,picto ligne,nom_iv
"48.8271636169609, 2.3671730244778457","{""coordinates"": [2.367173024477846, 48.8271636169609], ""type"": ""Point""}",1006,Olympiades,,,71557,Olympiades,479056,Olympiades,A01547,C01384,METRO 14,14,METRO,0,0,METRO 14,0,0,RATP,1,1,653541.3819,6858753.3201,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5,Olympiades
"48.803355236116154, 2.445574101030144","{""coordinates"": [2.445574101030144, 48.803355236116154], ""type"": ""Point""}",499,Maisons-Alfort-Les Juilliottes,,,70358,Maisons-Alfort Les Juilliottes,44067,Maisons-Alfort Les Juilliottes,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,659278.4619,6856062.839,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Maisons-Alfort-Les Juilliottes
"48.84615720389792, 2.2784003863661018","{""coordinates"": [2.278400386366102, 48.84615720389792], ""type"": ""Point""}",377,Javel - André Citroën,,,71150,Javel,45346,Javel,A01543,C01380,METRO 10,10,METRO,0,0,0,0,0,RATP,1,0,647043.6613,6860921.0802,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049,Javel - André Citroën
"48.85778351365199, 2.434538451473473","{""coordinates"": [2.434538451473473, 48.85778351365199], ""type"": ""Point""}",228,Croix de Chavaux,Jacques Duclos,,71756,Croix de Chavaux,42789,Croix de Chavaux,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,658511.2669,6862120.4437,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Croix de Chavaux
"48.87600859287756, 2.344572482089328","{""coordinates"": [2.344572482089328, 48.87600859287756], ""type"": ""Point""}",122,Cadet,,,71351,Cadet,42414,Cadet,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,651927.2958,6864197.9612,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Cadet
"48.87325274554992, 2.333946682528629","{""coordinates"": [2.333946682528629, 48.87325274554992], ""type"": ""Point""}",173,Chaussée d'Antin - La Fayette,,,73689,Chaussée d'Antin - La Fayette,42589,Chaussée d'Antin - La Fayette,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,651145.374,6863898.0521,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Chaussée d'Antin - La Fayette
"48.871256545007405, 2.344561060662729","{""coordinates"": [2.344561060662729, 48.871256545007405], ""type"": ""Point""}",754,Grands Boulevards,Rue Montmartre,,71326,Grands Boulevards,43310,Grands Boulevards,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,651922.072,6863669.5742,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Grands Boulevards
"48.87542071571821, 2.3254763744470495","{""coordinates"": [2.325476374447049, 48.87542071571821], ""type"": ""Point""}",770,Saint-Lazare,,,71370,Gare Saint-Lazare,462374,Saint-Lazare,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,1,650526.1561,6864144.3886,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Saint-Lazare
"48.85710325722025, 2.3681841149506986","{""coordinates"": [2.368184114950699, 48.85710325722025], ""type"": ""Point""}",180,Chemin Vert,,,73622,Chemin Vert,45097,Chemin Vert,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,653642.2463,6862081.7146,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Chemin Vert
"48.86497810694326, 2.3969128470866257","{""coordinates"": [2.396912847086626, 48.86497810694326], ""type"": ""Point""}",301,Gambetta,,,71808,Gambetta,43055,Gambetta,A01536,C01373,METRO 3,3,METRO,0,0,0,0,0,RATP,1,0,655756.7839,6862940.8538,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a,Gambetta
"48.88439967613092, 2.360399500808731","{""coordinates"": [2.360399500808731, 48.88439967613092], ""type"": ""Point""}",409,La Chapelle,,,71434,La Chapelle,43524,La Chapelle,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,653095.6696,6865121.4779,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,La Chapelle
"48.881094426231876, 2.3147210047461946","{""coordinates"": [2.314721004746195, 48.881094426231876], ""type"": ""Point""}",907,Villiers,,,71403,Villiers,45056,Villiers,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,649742.7839,6864782.058,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Villiers
"48.87059047707668, 2.348491131078988","{""coordinates"": [2.348491131078988, 48.87059047707668], ""type"": ""Point""}",90,Bonne Nouvelle,,,71320,Bonne Nouvelle,45100,Bonne Nouvelle,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,652209.7339,6863593.1266,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Bonne Nouvelle
"48.86943888072466, 2.308607493526255","{""coordinates"": [2.308607493526255, 48.86943888072466], ""type"": ""Point""}",293,Franklin D. Roosevelt,,,71318,Franklin D. Roosevelt,43026,Franklin D. Roosevelt,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,649283.0925,6863489.9557,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Franklin D. Roosevelt
"48.913710544615356, 2.3807356063950937","{""coordinates"": [2.380735606395094, 48.913710544615356], ""type"": ""Point""}",1252,Mairie d'Aubervilliers,,,72524,Mairie d'Aubervilliers,483899,Mairie d'Aubervilliers,A01545,C01382,METRO 12,12,METRO,0,0,METRO 12,0,0,RATP,1,1,654612.5235,6868368.8379,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Mairie d'Aubervilliers
